CloneID	Chromosome	Start	End	Case1.test	Case1.ref
A_14_P201077	02	172065285	172065344	768	377
A_14_P201078	16	15399818	15399873	594	397
A_14_P201080	X	125409258	125409317	250	164
A_14_P201081	12	75693696	75693755	1119	446
A_14_P201082	18	8340753	8340809	504	307
A_14_P201083	04	97118562	97118621	213	127
A_14_P201085	02	109657798	109657857	626	272
A_14_P201086	03	33442227	33442286	620	343
A_14_P201087	02	182604122	182604181	400	188
A_14_P201088	04	56055510	56055569	854.5	510.5
A_14_P201089	13	43631758	43631817	251	139
A_14_P201090	03	191855371	191855430	369	242
A_14_P201091	02	7130997	7131056	598	277
A_14_P201092	07	21970697	21970756	730.5	315.5
A_14_P201093	06	13356852	13356911	949	597
A_14_P201094	X	27238244	27238303	495	388
A_14_P201095	12	63105061	63105119	977	462.5
A_14_P201096	02	122233592	122233651	897	491
A_14_P201097	06	21190118	21190177	530	324
A_14_P201099	08	126054441	126054500	308.5	191.5
A_14_P201100	01	89745612	89745671	776	443
A_14_P201101	07	141259727	141259786	925	441
A_14_P201103	X	151999819	151999878	336.5	296.5
A_14_P201104	13	63322571	63322630	483	322
A_14_P201105	14	88411102	88411161	772	496
A_14_P201106	16	13958463	13958522	589.5	365.5
A_14_P201107	03	3864763	3864822	167	99
A_14_P201108	X	8803307	8803359	433	367
A_14_P201110	05	42847088	42847147	524	300
A_14_P201111	06	96575425	96575482	573.5	350
A_14_P201112	03	141889442	141889501	544.5	385
A_14_P201114	08	87136222	87136281	327	219
A_14_P201116	08	64055081	64055140	221	142
A_14_P201117	02	77658096	77658155	504.5	279.5
A_14_P201118	11	123483785	123483844	391.5	246.5
A_14_P201119	04	171274065	171274124	465	277
A_14_P201120	01	8329445	8329504	508	277
A_14_P201121	04	69042487	69042546	545	336
A_14_P201123	04	122658828	122658879	504.5	325.5
A_14_P201124	11	4362795	4362854	627	423
A_14_P201126	10	64562041	64562100	262.5	193.5
A_14_P201127	02	172791827	172791872	3717.5	1754
A_14_P201128	X	17640892	17640951	326.5	244.5
A_14_P201129	04	185003130	185003186	354	213
A_14_P201130	X	55362352	55362400	383	298
A_14_P201131	08	19501002	19501060	463	256
A_14_P201132	05	90496473	90496532	477	293
A_14_P201133	06	118987188	118987247	566	281
A_14_P201134	X	23170761	23170820	461	327
A_14_P201135	03	114125198	114125257	355	207.5
A_14_P201136	11	34638935	34638994	758	484
A_14_P201137	12	25289615	25289674	829.5	452
A_14_P201138	12	31712509	31712568	277	140.5
A_14_P201139	12	123023250	123023309	951	377
A_14_P201140	03	129036019	129036078	279	151
A_14_P201142	03	40504853	40504912	760	456
A_14_P201143	10	18997495	18997554	186	143
A_14_P201145	07	107806105	107806164	675	343
A_14_P201146	12	85734999	85735058	1060	485.5
A_14_P201147	21	31841895	31841954	482.5	284
A_14_P201148	10	30660372	30660431	278	216
A_14_P201149	14	68740605	68740662	399	324.5
A_14_P201150	01	183153541	183153600	414	229
A_14_P201151	07	10731947	10732006	343.5	186.5
A_14_P201152	08	38447632	38447691	474	246
A_14_P201153	05	90731163	90731222	516.5	286
A_14_P201154	10	44198973	44199026	643.5	490
A_14_P201155	07	154755216	154755275	534	295
A_14_P201156	02	242646571	242646630	801.5	419.5
A_14_P201157	18	72668793	72668852	536	258
A_14_P201158	13	37825306	37825365	338.5	233.5
A_14_P201159	01	115333897	115333956	361	187
A_14_P201160	05	74667917	74667976	472	287.5
A_14_P201161	02	149061980	149062039	495	257
A_14_P201162	09	2187800	2187859	358	205
A_14_P201164	03	186388764	186388823	815	520
A_14_P201166	13	26518031	26518090	250	166
A_14_P201167	06	27882726	27882777	629.5	372
A_14_P201170	01	179087571	179087630	331.5	177.5
A_14_P201171	10	28636533	28636592	336.5	302
A_14_P201172	04	155519277	155519336	538	288
A_14_P201173	X	55692323	55692382	330.5	255.5
A_14_P201174	14	21053844	21053903	440	255
A_14_P201175	03	181803613	181803671	665	350.5
A_14_P201176	13	35143888	35143945	487	290
A_14_P201177	10	38682264	38682323	1083	644
A_14_P201178	07	56341049	56341108	804	454.5
A_14_P201179	04	22371351	22371410	320	214
A_14_P201180	01	163538774	163538833	551	256
A_14_P201181	08	100025224	100025283	296	177.5
A_14_P201182	07	35713560	35713619	767	390
A_14_P201184	20	6717170	6717229	298.5	178.5
A_14_P201185	08	122722343	122722402	463.5	351.5
A_14_P201186	08	59223394	59223452	260.5	164
A_14_P201187	X	11591793	11591852	514	395
A_14_P201188	12	62485360	62485419	820	391
A_14_P201189	17	29421125	29421184	411	215
A_14_P201190	13	34514419	34514478	708	429
A_14_P201191	02	264458	264517	470.5	229
A_14_P201192	19	35176551	35176610	668	368
A_14_P201193	03	62254271	62254330	668.5	401
A_14_P201194	X	111695036	111695095	296	213
A_14_P201195	03	27735937	27735996	342	191.5
A_14_P201197	07	75389721	75389780	1486	773
A_14_P201198	02	183431324	183431383	603	306
A_14_P201199	11	29993928	29993987	397	239
A_14_P201200	18	63364892	63364951	401	219
A_14_P201201	07	50229224	50229281	541	271
A_14_P201203	07	98571928	98571987	435.5	205
A_14_P201204	04	120415269	120415328	809	435
A_14_P201205	Y	15317540	15317599	120	76
A_14_P201206	04	90548034	90548093	527	331.5
A_14_P201207	07	26905841	26905900	530	297
A_14_P201208	04	41587341	41587400	1145.5	879.5
A_14_P201209	02	47924518	47924577	1135	515
A_14_P201210	06	53770680	53770739	743.5	458.5
A_14_P201211	07	95508363	95508422	473	232
A_14_P201212	05	81090616	81090675	406	228
A_14_P201215	07	95973332	95973391	694.5	332
A_14_P201216	01	101215544	101215603	1168	510
A_14_P201217	X	144616391	144616450	799	531
A_14_P201219	08	41232479	41232538	870	524
A_14_P201220	17	72407834	72407893	223	102
A_14_P201221	07	138738292	138738351	854	399
A_14_P201222	X	65598511	65598570	345	258.5
A_14_P201224	18	66453086	66453145	548.5	290
A_14_P201225	15	25155059	25155118	591	270
A_14_P201226	22	44769126	44769183	491	264.5
A_14_P201227	01	33649657	33649716	672	369
A_14_P201228	06	101416291	101416350	360	237
A_14_P201229	10	6317157	6317216	154.5	105.5
A_14_P201230	02	241550154	241550205	2065.5	1524.5
A_14_P201231	02	61320089	61320146	666.5	333.5
A_14_P201232	05	17184601	17184660	245.5	154.5
A_14_P201233	01	90225439	90225498	724	377
A_14_P201234	08	66875952	66876011	777	477
A_14_P201235	03	152650601	152650660	394	250
A_14_P201236	07	35061441	35061500	684.5	312
A_14_P201239	01	155139562	155139620	757	346
A_14_P201240	10	16543648	16543707	378	246
A_14_P201241	05	173250434	173250493	288	204
A_14_P201242	09	130326752	130326811	560	367
A_14_P201243	02	237783694	237783753	629	344
A_14_P201244	14	100271063	100271121	324	211
A_14_P201245	05	35664356	35664415	240	142
A_14_P201246	04	7862517	7862576	232	128
A_14_P201247	20	22512585	22512644	454.5	223
A_14_P201248	09	76349915	76349974	381	216
A_14_P201249	07	19953961	19954018	457.5	235
A_14_P201251	11	125383546	125383605	302.5	178
A_14_P201253	01	177801508	177801567	129	86.5
A_14_P201254	02	118580517	118580576	435.5	211
A_14_P201255	X	77174049	77174108	270	236
A_14_P201256	02	191381947	191382006	451	204.5
A_14_P201257	16	53523174	53523233	235	152
A_14_P201258	19	20899237	20899291	1866	1048
A_14_P201260	13	92787508	92787567	196.5	116.5
A_14_P201261	07	50858952	50859011	799	389
A_14_P201263	08	67251640	67251696	340	201
A_14_P201264	05	52814068	52814127	370	227
A_14_P201265	18	22690074	22690133	559	263
A_14_P201266	12	28002687	28002746	804	378
A_14_P201267	18	53169536	53169595	865.5	533
A_14_P201268	02	29255958	29256017	822	434
A_14_P201269	13	42072874	42072933	626	377
A_14_P201270	10	100985548	100985603	709	518
A_14_P201271	01	36935808	36935865	466.5	211
A_14_P201272	18	8851322	8851381	607	318.5
A_14_P201273	03	29298016	29298067	763	484
A_14_P201274	02	144026717	144026774	385.5	203
A_14_P201275	11	33651109	33651168	546	288
A_14_P201276	12	14463830	14463889	499	232.5
A_14_P201277	03	188571913	188571972	494	321
A_14_P201278	08	80685823	80685874	902	558
A_14_P201279	05	63292696	63292746	358	251
A_14_P201280	09	23843392	23843451	551	312.5
A_14_P201281	20	10603956	10604015	1273	669
A_14_P201282	12	57554141	57554200	586	263
A_14_P201283	X	133245238	133245297	335	250
A_14_P201284	13	90078236	90078293	581	303
A_14_P201285	05	1570160	1570219	594.5	364
A_14_P201286	02	9717548	9717607	454	224
A_14_P201287	X	115113905	115113963	370	300
A_14_P201288	10	34641244	34641300	480	454
A_14_P201289	03	142683966	142684025	418.5	241.5
A_14_P201290	X	49861064	49861123	429	317
A_14_P201293	X	114644005	114644064	232.5	168.5
A_14_P201294	Y	5489756	5489815	379	283
A_14_P201295	02	95620801	95620860	658	347.5
A_14_P201296	01	97898040	97898099	798	440
A_14_P201297	01	94986838	94986897	592	283
A_14_P201298	18	33094286	33094345	276.5	144.5
A_14_P201299	09	116242539	116242598	394.5	267.5
A_14_P201300	06	142443658	142443717	432.5	271.5
A_14_P201302	03	72179608	72179658	521.5	317
A_14_P201303	01	204585980	204586038	345	180
A_14_P201304	05	90112816	90112875	442	264
A_14_P201305	02	178309792	178309851	472	221
A_14_P201306	12	18133125	18133183	464	218.5
A_14_P201307	15	53751927	53751980	427	241
A_14_P201308	05	175707932	175707989	484	296
A_14_P201309	08	82096745	82096804	595	391
A_14_P201310	12	45053242	45053301	444	176
A_14_P201311	01	94052565	94052624	402.5	251.5
A_14_P201312	04	120599457	120599516	736	456
A_14_P201313	03	196946071	196946124	529	220
A_14_P201314	05	67543857	67543916	287	166
A_14_P201315	X	105660731	105660790	222	199
A_14_P201317	12	34081151	34081210	560	241
A_14_P201318	14	56834649	56834708	246.5	181.5
A_14_P201319	06	35211613	35211672	265	157
A_14_P201320	06	44904596	44904655	363	206
A_14_P201321	06	96154155	96154214	457	284
A_14_P201322	02	53997472	53997531	1035	603.5
A_14_P201323	01	76811881	76811940	347.5	421.5
A_14_P201325	04	71869968	71870027	828	533.5
A_14_P201326	04	145390124	145390183	376	236.5
A_14_P201327	X	84925675	84925734	427.5	296.5
A_14_P201328	05	161228516	161228575	541	351
A_14_P201329	12	27073561	27073620	750.5	332.5
A_14_P201330	X	25972162	25972218	211	174
A_14_P201331	11	93751162	93751221	257.5	192.5
A_14_P201332	10	93382158	93382217	179.5	133
A_14_P201333	02	162297218	162297277	436	224
A_14_P201334	03	112278738	112278797	966.5	545
A_14_P201335	X	72217270	72217317	703	578
A_14_P201336	01	55224530	55224589	545.5	260
A_14_P201337	02	15699857	15699916	755.5	377
A_14_P201338	06	126402028	126402087	599	341.5
A_14_P201339	20	51013575	51013634	485.5	248.5
A_14_P201340	07	6644124	6644183	541	196.5
A_14_P201341	20	54021881	54021940	489	257
A_14_P201342	04	144832394	144832453	579	320.5
A_14_P201343	01	60250330	60250389	446	178
A_14_P201344	X	151484583	151484642	330	222
A_14_P201345	02	86994486	86994540	1071.5	446.5
A_14_P201346	13	19875814	19875873	711	499
A_14_P201347	19	5219375	5219434	282	150.5
A_14_P201348	02	88319426	88319485	428	249
A_14_P201349	04	25096309	25096368	335.5	225.5
A_14_P201350	15	23133855	23133914	221	116
A_14_P201351	06	3982602	3982658	566	305.5
A_14_P201352	02	220329475	220329534	726	357
A_14_P201353	01	799622	799681	599	275
A_14_P201354	06	105278175	105278234	304	201.5
A_14_P201355	11	124464286	124464334	488	285
A_14_P201356	03	192575850	192575906	404	225
A_14_P201359	07	134302784	134302843	733	391
A_14_P201360	10	124926516	124926575	574	435
A_14_P201362	01	58063218	58063277	659	342.5
A_14_P201363	05	10799238	10799297	433	250
A_14_P201364	05	38921993	38922052	268	162
A_14_P201365	08	24867679	24867736	681	371
A_14_P201367	02	54666965	54667024	743	342
A_14_P201368	08	111051648	111051707	556.5	315.5
A_14_P201369	06	72059979	72060038	477.5	332
A_14_P201370	X	100753131	100753190	596	442
A_14_P201371	04	21158386	21158445	671	399
A_14_P201372	05	89725638	89725697	628	395
A_14_P201373	08	20046881	20046940	796	440
A_14_P201374	01	58521021	58521076	721	385.5
A_14_P201375	X	68499599	68499658	216	146
A_14_P201376	12	88245294	88245353	484.5	194
A_14_P201377	14	37746266	37746325	544	426
A_14_P201378	03	124081535	124081594	467	250
A_14_P201380	10	86266884	86266943	371	289
A_14_P201381	05	171273968	171274021	621.5	342
A_14_P201382	04	82747483	82747542	665	451
A_14_P201383	X	79505179	79505238	209.5	141.5
A_14_P201384	03	19896169	19896228	315	174
A_14_P201387	16	49740591	49740650	499.5	290
A_14_P201388	06	137855022	137855081	516	276
A_14_P201389	X	79990255	79990314	178	149.5
A_14_P201390	05	146442927	146442986	395.5	235
A_14_P201392	07	97903488	97903547	587	352
A_14_P201395	02	112723995	112724054	800.5	340.5
A_14_P201396	02	190567541	190567600	514	276.5
A_14_P201397	16	8627191	8627250	342	239
A_14_P201398	15	54172812	54172871	980	474
A_14_P201399	10	82260777	82260836	414	339
A_14_P201400	12	58369375	58369433	632	314
A_14_P201401	07	41508069	41508128	893.5	398
A_14_P201402	X	13097221	13097280	374.5	283
A_14_P201403	03	124705517	124705576	205.5	118
A_14_P201404	03	39823448	39823507	272	174
A_14_P201405	05	85951601	85951660	588	315
A_14_P201406	10	44823326	44823385	594	495
A_14_P201407	05	60205438	60205497	809	477
A_14_P201408	14	59661248	59661306	298	206
A_14_P201409	03	14214822	14214878	512	261.5
A_14_P201410	06	20210356	20210415	473.5	250
A_14_P201411	X	22871580	22871639	181	128
A_14_P201412	16	51036900	51036959	476	327
A_14_P201413	10	97799578	97799637	306	208
A_14_P201414	14	44463153	44463212	489.5	404.5
A_14_P201415	01	225186793	225186852	644	330
A_14_P201417	02	242240769	242240828	484	233
A_14_P201418	08	134377012	134377071	250.5	136
A_14_P201419	12	122952602	122952661	285	125
A_14_P201420	14	46209005	46209064	454	329
A_14_P201421	02	37798216	37798275	718	372.5
A_14_P201422	16	21209438	21209497	632	321
A_14_P201423	08	94807075	94807134	237	168
A_14_P201424	01	112980080	112980139	813.5	409.5
A_14_P201425	10	30945932	30945990	403	289.5
A_14_P201426	07	2407267	2407326	419	194
A_14_P201427	10	111850342	111850401	426	353
A_14_P201428	07	154305599	154305658	497	254
A_14_P201429	03	160029479	160029538	735.5	403.5
A_14_P201430	20	39082984	39083043	466	205
A_14_P201432	08	49808903	49808962	462	296
A_14_P201433	04	130379527	130379586	279.5	177
A_14_P201434	02	56009491	56009550	782	370
A_14_P201435	03	131172538	131172597	151	98
A_14_P201436	02	130458581	130458640	530	289
A_14_P201437	12	43744042	43744096	637	286
A_14_P201438	08	101800174	101800233	1946.5	847.5
A_14_P201439	01	171149893	171149941	309	158
A_14_P201440	14	49645321	49645380	532	315.5
A_14_P201441	13	100091453	100091512	719	399
A_14_P201442	04	79888401	79888458	495	306
A_14_P201443	06	135280233	135280292	966	572
A_14_P201444	X	65037766	65037825	358	256
A_14_P201446	03	157738343	157738402	662.5	398.5
A_14_P201447	01	207580430	207580489	649	313
A_14_P201448	13	51943586	51943645	323	189
A_14_P201449	08	74389038	74389097	486	292
A_14_P201450	10	34438690	34438749	221	154
A_14_P201451	02	175871045	175871104	576.5	284
A_14_P201452	19	21372997	21373053	727	429
A_14_P201453	09	136342659	136342718	318	166
A_14_P201454	18	69078479	69078538	724	383
A_14_P201455	12	94370533	94370590	618.5	294.5
A_14_P201456	05	148911525	148911573	456	253
A_14_P201457	05	10303167	10303226	661.5	382
A_14_P201458	01	25500359	25500418	352.5	162
A_14_P201459	10	125419344	125419403	441	301
A_14_P201460	03	147462969	147463028	781.5	466
A_14_P201461	Y	17076206	17076265	177	125.5
A_14_P201462	07	42912895	42912954	272	137
A_14_P201463	05	160037755	160037814	408.5	218
A_14_P201464	06	1340447	1340505	296	190
A_14_P201465	05	13743522	13743581	419	224.5
A_14_P201466	X	129948942	129949001	235.5	193
A_14_P201467	02	5055882	5055941	1146	486.5
A_14_P201468	07	103147031	103147090	266	133
A_14_P201469	03	147805854	147805911	361.5	225.5
A_14_P201470	11	2110474	2110533	652	451
A_14_P201471	13	41040132	41040187	668	400
A_14_P201473	09	83847159	83847218	363	231
A_14_P201474	15	32880203	32880262	522	240
A_14_P201475	02	106146844	106146903	554	270.5
A_14_P201476	11	5486314	5486373	496	341.5
A_14_P201477	08	68134000	68134056	395	215
A_14_P201478	04	140996682	140996741	399	207
A_14_P201479	05	92948531	92948590	305.5	209
A_14_P201480	04	3627705	3627764	459	252
A_14_P201481	11	59099651	59099710	473	280
A_14_P201482	11	6184350	6184409	499	324
A_14_P201484	01	220340998	220341057	333	207
A_14_P201485	02	216009903	216009962	459.5	230.5
A_14_P201486	01	8520342	8520391	1232	614
A_14_P201487	18	8402487	8402546	984	452
A_14_P201488	04	168023854	168023913	338.5	199
A_14_P201490	X	75411752	75411811	226	131
A_14_P201492	20	58076830	58076889	445	253
A_14_P201493	06	71708455	71708514	543.5	316
A_14_P201494	02	47508920	47508975	801.5	293
A_14_P201495	01	163300876	163300935	257.5	131
A_14_P201496	17	20845679	20845738	437	189
A_14_P201497	04	35916138	35916197	455.5	318
A_14_P201498	03	61701694	61701753	434	247
A_14_P201499	10	105430354	105430413	316	239
A_14_P201500	X	22778074	22778133	463	404
A_14_P201501	05	145884228	145884287	456.5	304
A_14_P201502	03	121598363	121598422	449.5	235
A_14_P201503	06	11134490	11134549	498	285
A_14_P201504	01	117027406	117027465	273	115
A_14_P201505	05	170161723	170161782	616	400
A_14_P201506	08	142210559	142210616	398	230
A_14_P201508	06	47112269	47112328	416	218
A_14_P201509	15	77395019	77395078	758	360
A_14_P201510	04	1661893	1661952	1006	535
A_14_P201511	02	170165150	170165209	568	311
A_14_P201512	03	110539495	110539554	291	171
A_14_P201513	18	32661754	32661813	810	393.5
A_14_P201514	02	32438086	32438145	743	400.5
A_14_P201515	11	126381072	126381131	545	308
A_14_P201516	X	57814723	57814782	334	247
A_14_P201517	05	44419611	44419670	1121	762
A_14_P201518	X	54467866	54467920	417.5	287
A_14_P201519	02	74273822	74273871	436	215
A_14_P201521	10	49061155	49061202	260	208
A_14_P201522	09	32374264	32374323	385	241
A_14_P201523	02	105464166	105464225	370	172
A_14_P201524	14	53937865	53937924	564	352
A_14_P201525	X	48073607	48073652	240	154
A_14_P201526	04	152382886	152382945	425	277
A_14_P201527	01	4754032	4754091	713	353
A_14_P201528	13	110356442	110356498	227	129
A_14_P201529	08	82555125	82555184	446.5	255
A_14_P201530	11	74348507	74348566	324.5	204.5
A_14_P201531	Y	13781114	13781173	363.5	232.5
A_14_P201532	01	213062779	213062838	298	159
A_14_P201533	20	9770582	9770641	1124	624
A_14_P201534	Y	6976889	6976948	127	79
A_14_P201535	19	37594110	37594169	530.5	308.5
A_14_P201537	12	16397630	16397689	446	221
A_14_P201538	18	57632898	57632957	524	222
A_14_P201539	08	103733747	103733806	239	128
A_14_P201540	20	19480145	19480203	629	309
A_14_P201541	06	87856035	87856094	346	196.5
A_14_P201542	07	136369076	136369135	749	370.5
A_14_P201543	X	49314798	49314857	584	418
A_14_P201544	04	44471908	44471967	233	160
A_14_P201545	12	99519993	99520052	452.5	210
A_14_P201546	11	123816931	123816989	530	326
A_14_P201547	07	12027780	12027839	703	356
A_14_P201549	03	33884779	33884838	402.5	237
A_14_P201551	X	65055795	65055854	330	215
A_14_P201552	Y	13215445	13215504	110	72
A_14_P201553	18	73140033	73140092	409	176
A_14_P201554	02	171354675	171354734	741	385
A_14_P201555	04	164602901	164602960	806	486
A_14_P201556	11	1094339	1094394	203	117
A_14_P201557	02	130811477	130811536	547	232
A_14_P201559	04	41102055	41102114	220	142
A_14_P201561	01	118214372	118214431	179	99
A_14_P201562	02	31713994	31714053	596.5	297.5
A_14_P201563	05	6429382	6429441	258.5	138.5
A_14_P201564	03	28362271	28362330	488.5	294.5
A_14_P201565	03	185590263	185590322	188	126
A_14_P201566	X	74508652	74508710	547	409
A_14_P201567	20	13297678	13297737	726	391
A_14_P201568	04	154188956	154189015	770	433
A_14_P201569	15	32833089	32833148	589	308
A_14_P201570	20	47954068	47954127	519.5	261
A_14_P201571	03	153665205	153665264	481.5	336
A_14_P201572	03	53674749	53674808	772.5	416
A_14_P201573	07	19553929	19553988	415	186
A_14_P201574	08	75912290	75912349	456	282
A_14_P201575	01	182014657	182014716	681	382
A_14_P201576	04	16576866	16576925	351	212
A_14_P201577	10	27568983	27569042	499.5	322.5
A_14_P201578	07	121403612	121403671	582	255
A_14_P201579	X	50165245	50165304	161	123
A_14_P201580	13	85265798	85265857	779.5	473.5
A_14_P201581	04	92118006	92118065	324	227
A_14_P201583	12	62873082	62873141	384	188
A_14_P201584	X	146700350	146700409	493.5	420.5
A_14_P201585	12	81253183	81253242	580	263.5
A_14_P201586	10	69245697	69245756	389	296
A_14_P201587	11	58477926	58477983	631	377
A_14_P201588	05	147471878	147471937	630	333
A_14_P201589	05	74107308	74107367	842	484
A_14_P201590	05	9682617	9682676	639	420.5
A_14_P201591	17	34116246	34116301	613	275.5
A_14_P201592	04	83739179	83739238	705	365
A_14_P201593	06	44079086	44079139	165	106
A_14_P201594	03	153014397	153014456	840	448
A_14_P201595	X	142441826	142441885	734	459
A_14_P201596	12	93867567	93867626	494	225
A_14_P201597	16	14687636	14687695	273	147
A_14_P201598	07	119508163	119508217	693	372
A_14_P201599	07	97896162	97896221	272	169
A_14_P201600	09	129942391	129942450	562	336
A_14_P201601	06	94176562	94176621	422.5	238.5
A_14_P201602	12	8912098	8912157	589	239
A_14_P201603	15	71791133	71791192	252	132
A_14_P201604	04	160000204	160000263	329	205
A_14_P201606	09	115756615	115756674	630.5	376.5
A_14_P201607	01	103286594	103286639	768.5	369
A_14_P201608	06	31349932	31349991	499	316
A_14_P201609	05	41249270	41249329	232	135.5
A_14_P201610	15	24341819	24341878	612	280
A_14_P201611	03	86200499	86200558	463	238
A_14_P201612	03	72882364	72882418	321	211
A_14_P201613	08	103939518	103939573	331	207
A_14_P201614	10	33647766	33647825	222.5	150
A_14_P201615	18	14738584	14738636	298	174
A_14_P201616	07	26347963	26348022	852	431
A_14_P201617	03	139217011	139217070	329	198
A_14_P201618	15	50643645	50643704	609	325
A_14_P201619	14	100267450	100267506	450	321
A_14_P201620	15	99999878	99999936	251	138
A_14_P201621	05	52438754	52438813	278	148
A_14_P201622	07	142863066	142863125	682	315.5
A_14_P201623	06	2062685	2062744	1046.5	690.5
A_14_P201624	15	31947036	31947095	712	322
A_14_P201625	09	68131376	68131435	808	476
A_14_P201626	02	217532661	217532720	565	283
A_14_P201627	04	14695108	14695167	575	352
A_14_P201628	15	91229339	91229398	471.5	218
A_14_P201629	18	7934085	7934144	609	307
A_14_P201630	X	119544039	119544098	295.5	228
A_14_P201631	09	120230695	120230754	517.5	317.5
A_14_P201632	14	76303796	76303852	455	350
A_14_P201633	05	131173040	131173099	638	363
A_14_P201634	17	65060256	65060315	1336	589
A_14_P201635	06	18385254	18385313	1112	675
A_14_P201636	02	222116112	222116171	405	222
A_14_P201637	02	44329805	44329864	435	228
A_14_P201638	05	148181564	148181623	435	236
A_14_P201639	11	20344562	20344621	643	348
A_14_P201640	03	653211	653268	381	311
A_14_P201641	02	155536762	155536821	275	150
A_14_P201642	10	63831467	63831526	613	479
A_14_P201643	02	135574532	135574591	487.5	267.5
A_14_P201644	04	126771504	126771563	237	165
A_14_P201645	06	148925597	148925656	530	278
A_14_P201647	18	9583755	9583814	805	436
A_14_P201649	11	33859961	33860020	210	142
A_14_P201650	18	66505317	66505376	661	333.5
A_14_P201651	08	12869106	12869165	653	384
A_14_P201652	18	71272616	71272672	282	142
A_14_P201653	01	200734101	200734160	594	287.5
A_14_P201654	12	69837676	69837735	1571	797
A_14_P201655	11	119487566	119487625	323	189
A_14_P201656	05	72460062	72460119	389.5	247
A_14_P201657	13	30447059	30447118	345	210
A_14_P201658	11	61668406	61668465	654	318.5
A_14_P201659	04	113936282	113936341	581	334
A_14_P201660	08	86432983	86433041	281	174
A_14_P201661	22	43210959	43211009	549	357.5
A_14_P201662	02	39804095	39804150	274.5	92
A_14_P201663	05	154110816	154110875	531	334
A_14_P201664	02	225455731	225455790	500	238
A_14_P201665	03	33295432	33295491	389	228
A_14_P201666	10	55257071	55257130	383	308
A_14_P201667	07	45535951	45536010	557	250
A_14_P201668	X	13127008	13127067	382	331
A_14_P201669	01	45834923	45834982	758.5	333
A_14_P201670	05	170659586	170659645	606.5	387.5
A_14_P201671	18	33327317	33327376	670	402
A_14_P201672	03	36389324	36389383	473	245.5
A_14_P201673	12	84179937	84179991	366	173
A_14_P201674	X	14622463	14622522	350.5	249.5
A_14_P201675	11	7068896	7068955	380	224
A_14_P201676	04	145938487	145938546	388.5	249
A_14_P201677	07	142863628	142863687	840	383.5
A_14_P201678	08	102286181	102286240	268	172.5
A_14_P201679	11	27635426	27635485	683	435
A_14_P201680	02	62356748	62356807	315.5	206.5
A_14_P201681	07	20223273	20223332	704	362
A_14_P201682	05	41212442	41212501	293.5	218
A_14_P201683	13	107740276	107740335	380.5	244
A_14_P201684	09	94134575	94134634	340	176.5
A_14_P201685	02	237014776	237014835	685	331
A_14_P201686	08	97435814	97435873	376	226.5
A_14_P201687	06	132675488	132675547	461	291
A_14_P201688	03	131685876	131685935	377.5	224.5
A_14_P201689	15	54535979	54536038	311	180
A_14_P201690	04	52804355	52804414	597	331
A_14_P201691	10	30790034	30790093	298	231
A_14_P201692	10	13200871	13200930	472	301
A_14_P201693	X	118172019	118172078	457	349
A_14_P201694	10	5721903	5721962	254	187
A_14_P201695	09	83331661	83331720	664	382
A_14_P201696	Y	17719825	17719884	401	259
A_14_P201697	01	111212367	111212426	346	178
A_14_P201699	01	171500908	171500966	501	260
A_14_P201700	04	20981840	20981894	374	225
A_14_P201701	05	146803503	146803562	653	437
A_14_P201702	14	22153106	22153165	491	369
A_14_P201703	10	5246837	5246896	434.5	357.5
A_14_P201704	03	181236620	181236679	233	156.5
A_14_P201705	04	147447737	147447796	289	189
A_14_P201706	04	119332425	119332484	509	265
A_14_P201707	14	28217364	28217423	787	715
A_14_P201708	01	241848046	241848105	563	255.5
A_14_P201709	07	20167062	20167121	305.5	216.5
A_14_P201710	14	56741719	56741778	282	219.5
A_14_P201711	18	50409390	50409449	307.5	177
A_14_P201712	07	18809907	18809966	605.5	301.5
A_14_P201713	02	144828208	144828267	1015	556
A_14_P201714	15	63990729	63990788	726	340
A_14_P201715	05	141513834	141513893	731.5	441.5
A_14_P201716	01	114235706	114235758	222.5	125.5
A_14_P201717	X	122063996	122064055	236	187
A_14_P201718	14	57541514	57541570	490.5	395
A_14_P201719	07	107232846	107232905	645	371
A_14_P201720	07	63138291	63138341	897.5	534.5
A_14_P201721	04	37962511	37962570	534.5	327.5
A_14_P201722	X	34383458	34383517	455	386.5
A_14_P201723	12	7696275	7696334	408	194
A_14_P201724	01	209180639	209180698	497	259.5
A_14_P201725	06	41631443	41631502	221	132
A_14_P201726	01	74867112	74867171	621	260.5
A_14_P201727	14	59972973	59973032	237	196
A_14_P201728	09	71404758	71404817	499	317
A_14_P201729	X	122351233	122351292	258	206
A_14_P201730	09	114473477	114473536	420.5	323.5
A_14_P201732	18	14763516	14763575	275.5	138
A_14_P201733	11	16307497	16307556	734	443
A_14_P201734	X	142450417	142450476	261	192.5
A_14_P201737	06	155542493	155542552	291.5	183
A_14_P201738	18	23874384	23874443	496	282
A_14_P201739	01	53078273	53078332	547	271
A_14_P201740	06	37893327	37893386	475.5	259.5
A_14_P201741	X	90498443	90498502	195	135
A_14_P201742	14	68323843	68323899	459	351
A_14_P201743	13	95517847	95517906	258.5	166.5
A_14_P201744	10	44186990	44187049	196	139
A_14_P201745	09	124362340	124362399	438	255
A_14_P201746	08	61696798	61696857	513	307
A_14_P201747	02	192376477	192376536	1539	462
